Hemmalag,Bortalag,Hemmamål,Bortamål,Publik,Domare,Arena,Datum,Säsong
Öster,Helsingborg,0,1,10593,Leif Sundell,NA,1993-05-09,1993
Örgryte,AIK,1,2,2029,Thomas Axelsson,NA,1993-05-09,1993
IFK Norrköping,Örebro,2,0,6090,Christer Fällström,NA,1993-05-09,1993
Degerfors,Häcken,1,2,4519,Morgan Norman,NA,1993-05-09,1993
Brage,Trelleborg,0,4,2081,Karl-Erik Nilsson,NA,1993-05-09,1993
Västra Frölunda,IFK Göteborg,1,5,4301,Rune Larsson,NA,1993-05-10,1993
Malmö FF,Halmstad,0,0,4853,Bo Karlsson,NA,1993-05-10,1993
Trelleborg,Öster,1,1,3427,Anders Frisk,NA,1993-05-12,1993
Häcken,Örgryte,0,0,2504,Bengt Börjesson,NA,1993-05-12,1993
AIK,Brage,9,3,5589,Bo Persson,NA,1993-05-12,1993
Örebro,Västra Frölunda,1,2,2685,Sten Johanzon,NA,1993-05-13,1993
Malmö FF,Helsingborg,3,3,28716,Lennart Elofson,NA,1993-05-13,1993
Halmstad,IFK Norrköping,1,3,3546,Karl-Erik Nilsson,NA,1993-05-13,1993
IFK Göteborg,Degerfors,1,0,4767,Bo Karlsson,NA,1993-05-13,1993
Örebro,AIK,0,1,5823,Morgan Norman,NA,1993-05-23,1993
IFK Norrköping,Brage,8,1,4644,Örjan Andersson,NA,1993-05-23,1993
Helsingborg,Degerfors,2,1,11684,Christer Fällström,NA,1993-05-23,1993
Halmstad,Trelleborg,2,0,3322,Thomas Axelsson,NA,1993-05-23,1993
IFK Göteborg,Häcken,3,0,5503,Sten Johanzon,NA,1993-05-23,1993
Västra Frölunda,Örgryte,1,1,1747,Karl-Erik Nilsson,NA,1993-05-24,1993
Malmö FF,Öster,0,2,4196,Rune Larsson,NA,1993-05-24,1993
Häcken,Örebro,1,3,1019,Håkan Lundgren,NA,1993-05-26,1993
Öster,IFK Norrköping,0,2,4929,Bo Persson,NA,1993-05-27,1993
Örgryte,IFK Göteborg,0,1,7294,Lennart Elofson,NA,1993-05-27,1993
Trelleborg,Helsingborg,5,4,7012,Bengt Börjesson,NA,1993-05-27,1993
Degerfors,Malmö FF,1,0,6598,Leif Sundell,NA,1993-05-27,1993
Brage,Västra Frölunda,1,2,1507,Rune Larsson,NA,1993-05-27,1993
AIK,Halmstad,2,3,5562,Anders Frisk,NA,1993-05-27,1993
Örebro,Degerfors,4,1,12230,Rune Larsson,NA,1993-06-06,1993
Trelleborg,IFK Norrköping,2,1,3159,Anders Frisk,NA,1993-06-06,1993
Häcken,Öster,1,1,1193,Thomas Axelsson,NA,1993-06-06,1993
Helsingborg,Västra Frölunda,1,1,10016,Karl-Erik Nilsson,NA,1993-06-06,1993
Halmstad,IFK Göteborg,2,1,6958,Håkan Lundgren,NA,1993-06-06,1993
Örgryte,Brage,0,1,1522,Lennart Elofson,NA,1993-06-07,1993
AIK,Malmö FF,0,4,8195,Sten Johanzon,NA,1993-06-07,1993
Västra Frölunda,Halmstad,3,1,1470,Leif Sundell,NA,1993-06-09,1993
Öster,AIK,1,1,5632,Lennart Elofson,NA,1993-06-10,1993
IFK Norrköping,Helsingborg,1,1,12706,Rune Larsson,NA,1993-06-10,1993
Malmö FF,Trelleborg,1,4,10109,Håkan Lundgren,NA,1993-06-10,1993
IFK Göteborg,Örebro,2,0,3605,Bengt Börjesson,NA,1993-06-10,1993
Degerfors,Örgryte,2,3,4824,Per-Olof Ståhl,NA,1993-06-10,1993
Brage,Häcken,0,2,2317,Bo Persson,NA,1993-06-10,1993
Örebro,Brage,1,0,4248,Thomas Axelsson,NA,1993-06-13,1993
IFK Norrköping,Degerfors,2,0,4623,Bo Karlsson,NA,1993-06-13,1993
Helsingborg,Häcken,3,2,9161,Örjan Andersson,NA,1993-06-13,1993
Halmstad,Örgryte,4,2,4107,Sten Johanzon,NA,1993-06-13,1993
IFK Göteborg,Öster,1,1,6041,Morgan Norman,NA,1993-06-13,1993
Västra Frölunda,Malmö FF,1,2,1511,Christer Fällström,NA,1993-06-14,1993
Trelleborg,AIK,1,1,5276,Karl-Erik Nilsson,NA,1993-06-14,1993
Öster,Västra Frölunda,2,0,2556,Leif Sundell,NA,1993-06-20,1993
Örgryte,Örebro,1,2,1491,Håkan Lundgren,NA,1993-06-20,1993
Degerfors,Trelleborg,4,0,6375,Thomas Axelsson,NA,1993-06-20,1993
Brage,IFK Göteborg,0,1,3427,Rune Larsson,NA,1993-06-20,1993
Malmö FF,IFK Norrköping,1,3,4223,Lennart Elofson,NA,1993-06-21,1993
Häcken,Halmstad,2,1,1624,Christer Fällström,NA,1993-06-21,1993
AIK,Helsingborg,2,1,12477,Morgan Norman,NA,1993-06-21,1993
Västra Frölunda,Trelleborg,2,1,901,Örjan Andersson,NA,1993-06-24,1993
Malmö FF,Häcken,3,0,1926,Karl-Erik Nilsson,NA,1993-06-24,1993
Örebro,Halmstad,1,4,3660,Leif Sundell,NA,1993-06-29,1993
Häcken,Malmö FF,4,2,2377,Per-Olof Ståhl,NA,1993-06-29,1993
Degerfors,Brage,2,4,8451,Sten Johanzon,NA,1993-06-29,1993
Örgryte,Öster,2,0,2371,Mikael Nilsson,NA,1993-06-30,1993
Trelleborg,Västra Frölunda,2,1,3000,Lennart Elofson,NA,1993-06-30,1993
Helsingborg,IFK Göteborg,1,2,17275,Rune Larsson,NA,1993-06-30,1993
AIK,IFK Norrköping,1,0,10666,Örjan Andersson,NA,1993-06-30,1993
Öster,Örgryte,2,2,2022,Håkan Lundgren,NA,1993-07-04,1993
IFK Göteborg,Helsingborg,2,0,13504,Bo Persson,NA,1993-07-04,1993
Brage,Degerfors,1,1,4418,Karl-Erik Nilsson,NA,1993-07-04,1993
IFK Norrköping,AIK,2,0,10439,Anders Frisk,NA,1993-07-07,1993
Halmstad,Örebro,3,1,3259,Morgan Norman,NA,1993-07-28,1993
Örgryte,IFK Norrköping,0,2,2230,Lennart Elofson,NA,1993-08-01,1993
Trelleborg,Örebro,1,1,2732,Karl-Erik Nilsson,NA,1993-08-01,1993
Helsingborg,Halmstad,2,2,11057,Anders Frisk,NA,1993-08-01,1993
Degerfors,Öster,2,5,5852,Bo Persson,NA,1993-08-01,1993
Brage,Malmö FF,1,3,2740,Örjan Andersson,NA,1993-08-01,1993
Häcken,Västra Frölunda,2,1,1985,Christer Fällström,NA,1993-08-02,1993
AIK,IFK Göteborg,1,5,13847,Leif Sundell,NA,1993-08-02,1993
Öster,Brage,3,0,2720,Anders Frisk,NA,1993-08-08,1993
Örebro,Helsingborg,4,0,5731,Christer Fällström,NA,1993-08-08,1993
Västra Frölunda,AIK,0,2,1052,Morgan Norman,NA,1993-08-08,1993
IFK Norrköping,Häcken,3,0,4488,Bo Persson,NA,1993-08-08,1993
Malmö FF,Örgryte,2,0,3974,Håkan Lundgren,NA,1993-08-08,1993
Halmstad,Degerfors,6,1,5338,Bo Karlsson,NA,1993-08-08,1993
IFK Göteborg,Trelleborg,2,1,7667,Sten Johanzon,NA,1993-08-08,1993
Degerfors,Helsingborg,4,2,5150,Rune Larsson,NA,1993-08-14,1993
Öster,Malmö FF,0,0,4845,Sten Johanzon,NA,1993-08-15,1993
Örgryte,Västra Frölunda,1,1,1782,Lennart Elofson,NA,1993-08-15,1993
Trelleborg,Halmstad,2,1,2909,Leif Sundell,NA,1993-08-15,1993
Brage,IFK Norrköping,2,3,1734,Thomas Axelsson,NA,1993-08-15,1993
Häcken,IFK Göteborg,0,2,4905,Karl-Erik Nilsson,NA,1993-08-16,1993
AIK,Örebro,3,1,4504,Håkan Lundgren,NA,1993-08-16,1993
Örebro,Häcken,2,1,2905,Rune Larsson,NA,1993-08-25,1993
Västra Frölunda,Brage,1,0,825,Örjan Andersson,NA,1993-08-25,1993
IFK Norrköping,Öster,3,2,5734,Lennart Elofson,NA,1993-08-25,1993
Helsingborg,Trelleborg,0,0,11809,Christer Fällström,NA,1993-08-25,1993
Malmö FF,Degerfors,0,1,4002,Karl-Erik Nilsson,NA,1993-08-26,1993
Halmstad,AIK,3,3,5142,Bo Persson,NA,1993-08-26,1993
IFK Göteborg,Örgryte,1,1,8386,Bengt Börjesson,NA,1993-08-26,1993
Örebro,IFK Göteborg,0,1,6182,Karl-Erik Nilsson,NA,1993-08-29,1993
Trelleborg,Malmö FF,1,0,6193,Rune Larsson,NA,1993-08-29,1993
Häcken,Brage,3,0,863,Per-Olof Ståhl,NA,1993-08-29,1993
Helsingborg,IFK Norrköping,0,2,8159,Håkan Lundgren,NA,1993-08-29,1993
Halmstad,Västra Frölunda,2,3,3818,Morgan Norman,NA,1993-08-29,1993
Örgryte,Degerfors,1,1,3592,Örjan Andersson,NA,1993-08-30,1993
AIK,Öster,3,2,4349,Christer Fällström,NA,1993-08-30,1993
Öster,Häcken,2,3,1662,Bengt Börjesson,NA,1993-09-11,1993
IFK Norrköping,Trelleborg,3,0,3768,Leif Sundell,NA,1993-09-11,1993
Malmö FF,AIK,2,0,1830,Anders Frisk,NA,1993-09-11,1993
Degerfors,Örebro,1,1,5944,Lennart Elofson,NA,1993-09-11,1993
Västra Frölunda,Helsingborg,1,2,2173,Thomas Axelsson,NA,1993-09-12,1993
Brage,Örgryte,2,0,1568,Morgan Norman,NA,1993-09-12,1993
IFK Göteborg,Halmstad,2,0,5270,Sten Johanzon,NA,1993-09-13,1993
Örebro,IFK Norrköping,0,1,5158,Anders Frisk,NA,1993-09-19,1993
Trelleborg,Brage,1,1,2536,Thomas Axelsson,NA,1993-09-19,1993
Häcken,Degerfors,3,0,1863,Christer Fällström,NA,1993-09-19,1993
Helsingborg,Öster,2,0,8283,Lennart Elofson,NA,1993-09-19,1993
Halmstad,Malmö FF,0,1,4658,Rune Larsson,NA,1993-09-19,1993
IFK Göteborg,Västra Frölunda,0,1,4620,Karl-Erik Nilsson,NA,1993-09-20,1993
AIK,Örgryte,1,2,3898,Per-Olof Ståhl,NA,1993-09-20,1993
IFK Norrköping,Halmstad,1,0,3123,Bo Persson,NA,1993-09-25,1993
Degerfors,IFK Göteborg,2,4,4980,Örjan Andersson,NA,1993-09-25,1993
Brage,AIK,2,1,2104,Bengt Börjesson,NA,1993-09-25,1993
Öster,Trelleborg,2,0,1744,Håkan Lundgren,NA,1993-09-26,1993
Västra Frölunda,Örebro,4,1,551,Leif Sundell,NA,1993-09-26,1993
Örgryte,Häcken,0,1,2022,Morgan Norman,NA,1993-09-27,1993
Helsingborg,Malmö FF,0,2,13063,Rune Larsson,NA,1993-09-27,1993
IFK Göteborg,Malmö FF,5,1,7035,Lennart Elofson,NA,1993-10-02,1993
Örebro,Öster,2,1,2811,Morgan Norman,NA,1993-10-03,1993
Västra Frölunda,IFK Norrköping,3,2,1596,Örjan Andersson,NA,1993-10-03,1993
Trelleborg,Häcken,6,2,1138,Lennart Sundqvist,NA,1993-10-03,1993
Helsingborg,Örgryte,3,0,4723,Mikael Everstig,NA,1993-10-03,1993
Halmstad,Brage,3,2,2239,Thomas Axelsson,NA,1993-10-03,1993
AIK,Degerfors,3,0,5392,Bo Persson,NA,1993-10-03,1993
Öster,Halmstad,2,3,1619,Rune Larsson,NA,1993-10-09,1993
Örgryte,Trelleborg,2,3,657,Morgan Norman,NA,1993-10-09,1993
IFK Norrköping,IFK Göteborg,0,0,19160,Leif Sundell,NA,1993-10-09,1993
Malmö FF,Örebro,1,1,1555,Anders Frisk,NA,1993-10-09,1993
Häcken,AIK,5,2,669,Örjan Andersson,NA,1993-10-09,1993
Degerfors,Västra Frölunda,3,0,3262,Christer Fällström,NA,1993-10-09,1993
Brage,Helsingborg,2,3,1973,Bo Persson,NA,1993-10-09,1993
Västra Frölunda,Öster,1,2,757,Thomas Axelsson,NA,1993-10-17,1993
Trelleborg,Degerfors,1,0,2396,Rune Larsson,NA,1993-10-17,1993
IFK Norrköping,Malmö FF,2,2,4651,Lennart Elofson,NA,1993-10-17,1993
Helsingborg,AIK,2,3,9353,Karl-Erik Nilsson,NA,1993-10-17,1993
Örebro,Örgryte,4,1,1951,Örjan Andersson,NA,1993-10-18,1993
Halmstad,Häcken,4,2,2507,Martin Ingvarsson,NA,1993-10-18,1993
IFK Göteborg,Brage,0,0,9037,Håkan Lundgren,NA,1993-10-18,1993
Öster,IFK Göteborg,0,2,8248,Christer Fällström,NA,1993-10-24,1993
Örgryte,Halmstad,2,0,2017,Thomas Axelsson,NA,1993-10-24,1993
Malmö FF,Västra Frölunda,4,5,2255,Morgan Norman,NA,1993-10-24,1993
Häcken,Helsingborg,2,2,1222,Lennart Elofson,NA,1993-10-24,1993
Degerfors,IFK Norrköping,1,0,7134,Karl-Erik Nilsson,NA,1993-10-24,1993
Brage,Örebro,1,3,610,Rune Larsson,NA,1993-10-24,1993
AIK,Trelleborg,2,1,5427,Leif Sundell,NA,1993-10-24,1993
Örebro,Helsingborg,3,0,6315,Karl-Erik Nilsson,NA,1994-04-04,1994
Västra Frölunda,Öster,0,1,1887,Lennart Elofson,NA,1994-04-04,1994
Malmö FF,Degerfors,1,0,4948,Morgan Norman,NA,1994-04-04,1994
Landskrona,AIK,1,3,7584,Anders Frisk,NA,1994-04-04,1994
Hammarby,Häcken,0,0,10229,Bo Persson,NA,1994-04-04,1994
Halmstad,IFK Norrköping,2,3,6512,Christer Fällström,NA,1994-04-04,1994
IFK Göteborg,Trelleborg,6,0,7233,Leif Sundell,NA,1994-04-04,1994
Öster,Malmö FF,2,4,4512,Rune Larsson,NA,1994-04-10,1994
Trelleborg,Hammarby,1,1,3100,Thomas Axelsson,NA,1994-04-10,1994
IFK Norrköping,Västra Frölunda,2,0,4139,Morgan Norman,NA,1994-04-10,1994
Helsingborg,IFK Göteborg,1,2,12400,Bo Persson,NA,1994-04-10,1994
Degerfors,Landskrona,2,0,6076,Karl-Erik Nilsson,NA,1994-04-10,1994
Häcken,Halmstad,2,5,2151,Örjan Andersson,NA,1994-04-11,1994
AIK,Örebro,1,1,6932,Leif Sundell,NA,1994-04-11,1994
Västra Frölunda,Landskrona,3,0,923,Rune Larsson,NA,1994-04-13,1994
Helsingborg,Trelleborg,1,1,6282,Anders Frisk,NA,1994-04-13,1994
Hammarby,Öster,0,2,7182,Christer Fällström,NA,1994-04-13,1994
Örebro,Häcken,2,1,2559,Morgan Norman,NA,1994-04-14,1994
Malmö FF,AIK,2,2,1082,Bo Persson,NA,1994-04-14,1994
Halmstad,Degerfors,1,0,2633,Thomas Axelsson,NA,1994-04-14,1994
IFK Göteborg,IFK Norrköping,1,0,6474,Karl-Erik Nilsson,NA,1994-04-14,1994
Öster,Halmstad,4,1,3028,Bo Persson,NA,1994-04-17,1994
Trelleborg,Örebro,1,1,2136,Karl-Erik Nilsson,NA,1994-04-17,1994
IFK Norrköping,Hammarby,5,1,6149,Leif Sundell,NA,1994-04-17,1994
Landskrona,Malmö FF,1,1,5148,Anders Frisk,NA,1994-04-17,1994
Häcken,IFK Göteborg,0,2,6360,Lennart Elofson,NA,1994-04-17,1994
Degerfors,Västra Frölunda,0,0,4928,Rune Larsson,NA,1994-04-18,1994
AIK,Helsingborg,3,1,5448,Thomas Axelsson,NA,1994-04-18,1994
Västra Frölunda,Trelleborg,0,1,1143,Bo Karlsson,NA,1994-04-24,1994
Malmö FF,Häcken,5,1,2299,Karl-Erik Nilsson,NA,1994-04-24,1994
Hammarby,Örebro,0,1,6306,Bo Persson,NA,1994-04-24,1994
Halmstad,Helsingborg,1,0,5684,Rune Larsson,NA,1994-04-24,1994
Degerfors,Öster,0,1,5958,Örjan Andersson,NA,1994-04-24,1994
Landskrona,IFK Norrköping,1,1,3673,Lennart Elofson,NA,1994-04-25,1994
IFK Göteborg,AIK,3,1,10257,Christer Fällström,NA,1994-04-25,1994
Örebro,IFK Göteborg,2,2,7919,Thomas Axelsson,NA,1994-04-30,1994
Öster,Landskrona,1,0,3556,Rune Larsson,NA,1994-05-01,1994
Trelleborg,Halmstad,1,1,2976,Morgan Norman,NA,1994-05-01,1994
IFK Norrköping,Malmö FF,1,1,5753,Anders Frisk,NA,1994-05-01,1994
Häcken,Västra Frölunda,1,1,1715,Christer Fällström,NA,1994-05-02,1994
Helsingborg,Hammarby,1,0,8171,Bo Karlsson,NA,1994-05-02,1994
AIK,Degerfors,3,1,4113,Bo Persson,NA,1994-05-02,1994
Örebro,Landskrona,6,1,5314,Morgan Norman,NA,1994-05-08,1994
Trelleborg,Öster,1,3,2584,Christer Fällström,NA,1994-05-08,1994
Häcken,IFK Norrköping,0,3,1398,Bo Persson,NA,1994-05-08,1994
Hammarby,Västra Frölunda,0,2,5138,Martin Ingvarsson,NA,1994-05-08,1994
Halmstad,AIK,0,0,3691,Thomas Axelsson,NA,1994-05-08,1994
Helsingborg,Degerfors,3,1,8801,Rune Larsson,NA,1994-05-09,1994
IFK Göteborg,Malmö FF,3,4,8554,Bo Karlsson,NA,1994-05-09,1994
Öster,Helsingborg,3,0,5136,Leif Sundell,NA,1994-05-15,1994
Malmö FF,Hammarby,4,0,3224,Christer Fällström,NA,1994-05-15,1994
Landskrona,IFK Göteborg,0,2,3942,Bo Persson,NA,1994-05-15,1994
Degerfors,Örebro,0,4,9595,Bo Karlsson,NA,1994-05-15,1994
AIK,Häcken,3,1,3923,Sten Johanzon,NA,1994-05-15,1994
Västra Frölunda,Halmstad,1,2,1365,Karl-Erik Nilsson,NA,1994-05-16,1994
IFK Norrköping,Trelleborg,2,0,3240,Rune Larsson,NA,1994-05-16,1994
Häcken,Degerfors,0,0,1451,Thomas Axelsson,NA,1994-05-18,1994
Örebro,Västra Frölunda,2,1,4228,Sten Johanzon,NA,1994-05-19,1994
Trelleborg,Landskrona,3,0,2685,Leif Sundell,NA,1994-05-19,1994
IFK Norrköping,Öster,1,1,4837,Morgan Norman,NA,1994-05-19,1994
Helsingborg,Malmö FF,0,0,10584,Anders Frisk,NA,1994-05-19,1994
Hammarby,AIK,1,2,18704,Bo Karlsson,NA,1994-05-19,1994
IFK Göteborg,Halmstad,3,4,6310,Martin Ingvarsson,NA,1994-05-19,1994
Öster,Häcken,3,1,3758,Martin Ingvarsson,NA,1994-05-23,1994
Västra Frölunda,IFK Göteborg,0,2,5014,Rune Larsson,NA,1994-05-23,1994
Landskrona,Helsingborg,0,0,8483,Christer Fällström,NA,1994-05-23,1994
Halmstad,Hammarby,3,1,3891,Örjan Andersson,NA,1994-05-23,1994
Degerfors,Trelleborg,0,0,4067,Sten Johanzon,NA,1994-05-23,1994
AIK,IFK Norrköping,2,0,6600,Anders Frisk,NA,1994-05-23,1994
Malmö FF,Örebro,3,2,3397,Leif Sundell,NA,1994-05-24,1994
Öster,AIK,1,1,6086,Anders Frisk,NA,1994-05-29,1994
Västra Frölunda,Helsingborg,1,0,1114,Leif Sundell,NA,1994-05-29,1994
Landskrona,Häcken,1,1,3007,Morgan Norman,NA,1994-05-29,1994
Hammarby,IFK Göteborg,0,0,6629,Sten Johanzon,NA,1994-05-29,1994
Degerfors,IFK Norrköping,0,0,4301,Christer Fällström,NA,1994-05-29,1994
Malmö FF,Trelleborg,0,1,8475,Karl-Erik Nilsson,NA,1994-05-30,1994
Halmstad,Örebro,3,1,3910,Martin Ingvarsson,NA,1994-05-30,1994
Örebro,Öster,1,2,4206,Martin Ingvarsson,NA,1994-07-20,1994
Trelleborg,Häcken,1,1,1746,Rune Larsson,NA,1994-07-20,1994
Halmstad,Malmö FF,1,2,5028,Örjan Andersson,NA,1994-07-20,1994
Västra Frölunda,AIK,2,2,1402,Christer Fällström,NA,1994-07-21,1994
Hammarby,Landskrona,5,2,7323,Sten Johanzon,NA,1994-07-25,1994
Öster,IFK Göteborg,0,2,14123,Rune Larsson,NA,1994-07-27,1994
Helsingborg,IFK Norrköping,1,0,9188,Karl-Erik Nilsson,NA,1994-07-27,1994
Landskrona,Halmstad,2,1,2583,Anders Frisk,NA,1994-07-28,1994
Degerfors,Hammarby,1,0,6588,Martin Ingvarsson,NA,1994-07-28,1994
Örebro,Halmstad,3,3,5380,Thomas Axelsson,NA,1994-08-03,1994
Trelleborg,Malmö FF,1,2,5086,Bo Karlsson,NA,1994-08-03,1994
IFK Göteborg,Hammarby,2,1,9108,Sten Johanzon,NA,1994-08-03,1994
AIK,Öster,2,1,7469,Anders Frisk,NA,1994-08-03,1994
IFK Norrköping,Degerfors,4,0,3811,Bo Persson,NA,1994-08-04,1994
Häcken,Landskrona,0,1,1160,Håkan Lundgren,NA,1994-08-04,1994
Helsingborg,Västra Frölunda,3,2,8240,Morgan Norman,NA,1994-08-04,1994
Trelleborg,AIK,2,0,1995,Håkan Lundgren,NA,1994-08-06,1994
IFK Göteborg,Öster,2,0,9001,Leif Sundell,NA,1994-08-06,1994
Örebro,IFK Norrköping,3,0,5130,Morgan Norman,NA,1994-08-07,1994
Helsingborg,Häcken,3,2,7944,Örjan Andersson,NA,1994-08-07,1994
Halmstad,Landskrona,2,0,3738,Rune Larsson,NA,1994-08-07,1994
Västra Frölunda,Malmö FF,4,1,1434,Christer Fällström,NA,1994-08-08,1994
Hammarby,Degerfors,0,1,7679,Per-Olof Ståhl,NA,1994-08-08,1994
Öster,Örebro,2,3,3161,Christer Fällström,NA,1994-08-14,1994
IFK Norrköping,Helsingborg,7,0,2863,Leif Sundell,NA,1994-08-14,1994
Malmö FF,Halmstad,3,1,2205,Sten Johanzon,NA,1994-08-14,1994
Degerfors,IFK Göteborg,2,4,7711,Rune Larsson,NA,1994-08-14,1994
AIK,Västra Frölunda,1,2,3478,Thomas Axelsson,NA,1994-08-14,1994
Landskrona,Hammarby,1,3,3282,Morgan Norman,NA,1994-08-15,1994
Häcken,Trelleborg,3,1,1023,Bo Persson,NA,1994-08-15,1994
Örebro,AIK,2,0,4305,Leif Sundell,NA,1994-08-20,1994
Hammarby,Trelleborg,1,3,6359,Anders Frisk,NA,1994-08-20,1994
Västra Frölunda,IFK Norrköping,0,1,1495,Bo Persson,NA,1994-08-21,1994
Malmö FF,Öster,1,1,5058,Per-Olof Ståhl,NA,1994-08-21,1994
Landskrona,Degerfors,1,3,2522,Sten Johanzon,NA,1994-08-22,1994
Halmstad,Häcken,1,3,2828,Bo Karlsson,NA,1994-08-22,1994
Helsingborg,Örebro,0,2,5774,Rune Larsson,NA,1994-08-25,1994
Öster,Västra Frölunda,1,0,2248,Martin Ingvarsson,NA,1994-08-28,1994
Trelleborg,IFK Göteborg,0,0,3987,Karl-Erik Nilsson,NA,1994-08-28,1994
IFK Norrköping,Halmstad,4,1,2833,Anders Frisk,NA,1994-08-28,1994
Degerfors,Malmö FF,2,6,5374,Örjan Andersson,NA,1994-08-28,1994
Häcken,Hammarby,2,2,1506,Thomas Axelsson,NA,1994-08-29,1994
AIK,Landskrona,3,2,2356,Bo Karlsson,NA,1994-08-29,1994
Öster,IFK Norrköping,1,1,4287,Anders Frisk,NA,1994-08-31,1994
Västra Frölunda,Örebro,1,3,1149,Håkan Lundgren,NA,1994-08-31,1994
Malmö FF,Helsingborg,2,0,10948,Karl-Erik Nilsson,NA,1994-08-31,1994
Halmstad,IFK Göteborg,3,1,6152,Christer Fällström,NA,1994-08-31,1994
Landskrona,Trelleborg,0,2,1958,Morgan Norman,NA,1994-09-01,1994
Degerfors,Häcken,2,1,4176,Bo Persson,NA,1994-09-01,1994
AIK,Hammarby,2,2,14320,Leif Sundell,NA,1994-09-01,1994
IFK Norrköping,Örebro,2,2,3819,Bo Persson,NA,1994-09-03,1994
IFK Göteborg,Helsingborg,6,3,4678,Sten Johanzon,NA,1994-09-03,1994
Trelleborg,Degerfors,0,2,1467,Anders Frisk,NA,1994-09-10,1994
IFK Norrköping,AIK,3,2,5922,Thomas Axelsson,NA,1994-09-10,1994
IFK Göteborg,Västra Frölunda,1,2,7058,Rune Larsson,NA,1994-09-10,1994
Örebro,Malmö FF,4,1,9002,Bo Persson,NA,1994-09-11,1994
Helsingborg,Landskrona,0,1,9234,Örjan Andersson,NA,1994-09-11,1994
Häcken,Öster,1,5,1224,Per-Olof Ståhl,NA,1994-09-12,1994
Hammarby,Halmstad,0,0,5592,Martin Ingvarsson,NA,1994-09-12,1994
Malmö FF,Västra Frölunda,0,0,1687,Karl-Erik Nilsson,NA,1994-09-14,1994
Degerfors,AIK,4,0,4901,Martin Ingvarsson,NA,1994-09-17,1994
Västra Frölunda,Häcken,3,1,838,Håkan Lundgren,NA,1994-09-18,1994
Malmö FF,IFK Norrköping,2,1,2953,Anders Frisk,NA,1994-09-18,1994
Halmstad,Trelleborg,1,1,2217,Sten Johanzon,NA,1994-09-18,1994
IFK Göteborg,Örebro,1,1,6870,Bo Persson,NA,1994-09-18,1994
Landskrona,Öster,4,3,1875,Rune Larsson,NA,1994-09-19,1994
Hammarby,Helsingborg,0,1,5068,Thomas Axelsson,NA,1994-09-19,1994
IFK Göteborg,Degerfors,1,1,4113,Bo Karlsson,NA,1994-09-21,1994
AIK,Trelleborg,4,1,1634,Morgan Norman,NA,1994-09-21,1994
Trelleborg,Västra Frölunda,2,1,1215,Karl-Erik Nilsson,NA,1994-09-24,1994
AIK,IFK Göteborg,0,1,7356,Christer Fällström,NA,1994-09-24,1994
Örebro,Hammarby,2,4,9496,Bo Karlsson,NA,1994-09-25,1994
IFK Norrköping,Landskrona,4,0,3034,Leif Sundell,NA,1994-09-25,1994
Helsingborg,Halmstad,1,1,7121,Per-Olof Ståhl,NA,1994-09-25,1994
Öster,Degerfors,1,2,2387,Martin Ingvarsson,NA,1994-09-26,1994
Häcken,Malmö FF,0,0,910,Rune Larsson,NA,1994-09-26,1994
Häcken,Helsingborg,2,3,641,Håkan Lundgren,NA,1994-09-29,1994
Västra Frölunda,Degerfors,1,1,1764,Per-Olof Ståhl,NA,1994-10-01,1994
Helsingborg,AIK,3,0,6774,Anders Frisk,NA,1994-10-02,1994
Hammarby,IFK Norrköping,1,1,7453,Christer Fällström,NA,1994-10-02,1994
Halmstad,Öster,0,0,2768,Bo Persson,NA,1994-10-02,1994
Örebro,Trelleborg,5,0,4004,Håkan Lundgren,NA,1994-10-03,1994
Malmö FF,Landskrona,3,0,3816,Bo Karlsson,NA,1994-10-03,1994
IFK Göteborg,Häcken,3,1,3766,Per-Olof Ståhl,NA,1994-10-03,1994
Öster,Hammarby,4,1,2338,Håkan Lundgren,NA,1994-10-06,1994
Trelleborg,Helsingborg,0,3,2766,Sten Johanzon,NA,1994-10-06,1994
IFK Norrköping,IFK Göteborg,0,0,11850,Bo Karlsson,NA,1994-10-06,1994
Landskrona,Västra Frölunda,2,2,1639,Bo Persson,NA,1994-10-06,1994
Häcken,Örebro,1,1,724,Rune Larsson,NA,1994-10-06,1994
Degerfors,Halmstad,1,1,3552,Christer Fällström,NA,1994-10-06,1994
AIK,Malmö FF,1,2,2278,Anders Frisk,NA,1994-10-06,1994
Trelleborg,IFK Norrköping,0,1,1422,Rune Larsson,NA,1994-10-15,1994
Häcken,AIK,1,2,734,Bo Persson,NA,1994-10-15,1994
Halmstad,Västra Frölunda,1,0,1762,Christer Fällström,NA,1994-10-15,1994
Örebro,Degerfors,2,0,11216,Karl-Erik Nilsson,NA,1994-10-16,1994
Helsingborg,Öster,0,4,7873,Thomas Axelsson,NA,1994-10-16,1994
IFK Göteborg,Landskrona,2,1,5740,Morgan Norman,NA,1994-10-16,1994
Hammarby,Malmö FF,2,0,8044,Sten Johanzon,NA,1994-10-17,1994
Öster,Trelleborg,1,1,2331,Morgan Norman,NA,1994-10-23,1994
Västra Frölunda,Hammarby,1,2,2044,Bo Karlsson,NA,1994-10-23,1994
IFK Norrköping,Häcken,5,0,2004,Christer Fällström,NA,1994-10-23,1994
Malmö FF,IFK Göteborg,1,2,25531,Leif Sundell,NA,1994-10-23,1994
Landskrona,Örebro,0,3,2835,Sten Johanzon,NA,1994-10-23,1994
