sasong,hemma,borta,hemmamal,bortamal,resultat
2016,Piteå IF,Eskilstuna United,2,1,Hemmaseger
2016,Piteå IF,FC Rosengård,1,1,Oavgjort
2016,Piteå IF,KIF Örebro,2,1,Hemmaseger
2016,Piteå IF,Kopparbergs/Göteborg,2,0,Hemmaseger
2016,Piteå IF,Kristianstads DFF,2,1,Hemmaseger
2016,Piteå IF,Kvarnsvedens IK,2,2,Oavgjort
2016,Piteå IF,Linköpings FC,1,4,Bortaseger
2016,Piteå IF,Mallbackens IF,2,1,Hemmaseger
2016,Piteå IF,Umeå IK,1,0,Hemmaseger
2016,Piteå IF,Vittsjö GIK,2,1,Hemmaseger
2016,Umeå IK,Djurgårdens IF,0,0,Oavgjort
2016,Umeå IK,Eskilstuna United,1,3,Bortaseger
2016,Umeå IK,FC Rosengård,0,4,Bortaseger
2016,Umeå IK,KIF Örebro,1,1,Oavgjort
2016,Umeå IK,Kopparbergs/Göteborg,0,0,Oavgjort
2016,Umeå IK,Kristianstads DFF,2,1,Hemmaseger
2016,Umeå IK,Kvarnsvedens IK,1,2,Bortaseger
2016,Umeå IK,Linköpings FC,0,4,Bortaseger
2016,Umeå IK,Mallbackens IF,1,1,Oavgjort
2016,Umeå IK,Piteå IF,1,1,Oavgjort
2016,Umeå IK,Vittsjö GIK,0,2,Bortaseger
2016,Vittsjö GIK,Djurgårdens IF,4,1,Hemmaseger
2016,Vittsjö GIK,Eskilstuna United,1,0,Hemmaseger
2016,Vittsjö GIK,FC Rosengård,0,0,Oavgjort
2016,Vittsjö GIK,KIF Örebro,0,0,Oavgjort
2016,Vittsjö GIK,Kopparbergs/Göteborg,2,2,Oavgjort
2016,Vittsjö GIK,Kristianstads DFF,1,1,Oavgjort
2016,Vittsjö GIK,Kvarnsvedens IK,2,2,Oavgjort
2016,Vittsjö GIK,Linköpings FC,0,2,Bortaseger
2016,Vittsjö GIK,Mallbackens IF,1,1,Oavgjort
2016,Vittsjö GIK,Piteå IF,0,1,Bortaseger
2016,Vittsjö GIK,Umeå IK,5,0,Hemmaseger
2017,Djurgårdens IF,Eskilstuna United,1,0,Hemmaseger
2017,Djurgårdens IF,FC Rosengård,1,3,Bortaseger
2017,Djurgårdens IF,Hammarby IF,1,0,Hemmaseger
2017,Djurgårdens IF,KIF Örebro,1,2,Bortaseger
2017,Djurgårdens IF,Kopparbergs/Göteborg,2,0,Hemmaseger
2017,Djurgårdens IF,Kristianstads DFF,2,1,Hemmaseger
2017,Djurgårdens IF,Kvarnsvedens IK,1,2,Bortaseger
2017,Djurgårdens IF,Limhamn Bunkeflo,2,1,Hemmaseger
2017,Djurgårdens IF,Linköpings FC,1,2,Bortaseger
2017,Djurgårdens IF,Piteå IF,1,5,Bortaseger
2017,Djurgårdens IF,Vittsjö GIK,1,1,Oavgjort
2017,Eskilstuna United,Djurgårdens IF,1,1,Oavgjort
2017,Eskilstuna United,FC Rosengård,3,2,Hemmaseger
2017,Eskilstuna United,Hammarby IF,1,0,Hemmaseger
2017,Eskilstuna United,KIF Örebro,2,1,Hemmaseger
2017,Eskilstuna United,Kopparbergs/Göteborg,1,5,Bortaseger
2017,Eskilstuna United,Kristianstads DFF,2,1,Hemmaseger
2017,Eskilstuna United,Kvarnsvedens IK,4,1,Hemmaseger
2017,Eskilstuna United,Limhamn Bunkeflo,4,0,Hemmaseger
2017,Eskilstuna United,Linköpings FC,0,2,Bortaseger
2017,Eskilstuna United,Piteå IF,0,1,Bortaseger
2017,Eskilstuna United,Vittsjö GIK,2,1,Hemmaseger
2017,FC Rosengård,Djurgårdens IF,6,3,Hemmaseger
2017,FC Rosengård,Eskilstuna United,1,0,Hemmaseger
2017,FC Rosengård,Hammarby IF,0,1,Bortaseger
2017,FC Rosengård,KIF Örebro,2,2,Oavgjort
2017,FC Rosengård,Kopparbergs/Göteborg,5,0,Hemmaseger
2017,FC Rosengård,Kristianstads DFF,1,0,Hemmaseger
2017,FC Rosengård,Kvarnsvedens IK,7,2,Hemmaseger
2017,FC Rosengård,Limhamn Bunkeflo,3,0,Hemmaseger
2017,FC Rosengård,Linköpings FC,2,2,Oavgjort
2017,FC Rosengård,Piteå IF,0,0,Oavgjort
2017,FC Rosengård,Vittsjö GIK,2,2,Oavgjort
2017,Hammarby IF,Djurgårdens IF,0,2,Bortaseger
2017,Hammarby IF,Eskilstuna United,1,0,Hemmaseger
2017,Hammarby IF,FC Rosengård,1,0,Hemmaseger
2017,Hammarby IF,KIF Örebro,6,1,Hemmaseger
2017,Hammarby IF,Kopparbergs/Göteborg,0,0,Oavgjort
2017,Hammarby IF,Kristianstads DFF,1,1,Oavgjort
2017,Hammarby IF,Kvarnsvedens IK,2,1,Hemmaseger
2017,Hammarby IF,Limhamn Bunkeflo,1,2,Bortaseger
2017,Hammarby IF,Linköpings FC,1,3,Bortaseger
2017,Hammarby IF,Piteå IF,0,1,Bortaseger
2017,Hammarby IF,Vittsjö GIK,2,0,Hemmaseger
2017,KIF Örebro,Djurgårdens IF,0,3,Bortaseger
2017,KIF Örebro,Eskilstuna United,0,1,Bortaseger
2017,KIF Örebro,FC Rosengård,2,2,Oavgjort
2017,KIF Örebro,Hammarby IF,2,2,Oavgjort
2017,KIF Örebro,Kopparbergs/Göteborg,0,1,Bortaseger
2017,KIF Örebro,Kristianstads DFF,1,0,Hemmaseger
2017,KIF Örebro,Kvarnsvedens IK,3,3,Oavgjort
2017,KIF Örebro,Limhamn Bunkeflo,1,2,Bortaseger
2017,KIF Örebro,Linköpings FC,1,4,Bortaseger
2017,KIF Örebro,Piteå IF,0,0,Oavgjort
2017,KIF Örebro,Vittsjö GIK,0,0,Oavgjort
2017,Kopparbergs/Göteborg,Djurgårdens IF,1,0,Hemmaseger
2017,Kopparbergs/Göteborg,Eskilstuna United,0,1,Bortaseger
2017,Kopparbergs/Göteborg,FC Rosengård,1,1,Oavgjort
2017,Kopparbergs/Göteborg,Hammarby IF,3,3,Oavgjort
2017,Kopparbergs/Göteborg,KIF Örebro,1,0,Hemmaseger
2017,Kopparbergs/Göteborg,Kristianstads DFF,1,2,Bortaseger
2017,Kopparbergs/Göteborg,Kvarnsvedens IK,2,2,Oavgjort
2017,Kopparbergs/Göteborg,Limhamn Bunkeflo,2,5,Bortaseger
2017,Kopparbergs/Göteborg,Linköpings FC,0,2,Bortaseger
2017,Kopparbergs/Göteborg,Piteå IF,2,2,Oavgjort
2017,Kopparbergs/Göteborg,Vittsjö GIK,2,0,Hemmaseger
2017,Kristianstads DFF,Djurgårdens IF,1,2,Bortaseger
2017,Kristianstads DFF,Eskilstuna United,1,1,Oavgjort
2017,Kristianstads DFF,FC Rosengård,2,1,Hemmaseger
2017,Kristianstads DFF,Hammarby IF,0,0,Oavgjort
2017,Kristianstads DFF,KIF Örebro,3,2,Hemmaseger
2017,Kristianstads DFF,Kopparbergs/Göteborg,5,2,Hemmaseger
2017,Kristianstads DFF,Kvarnsvedens IK,5,2,Hemmaseger
2017,Kristianstads DFF,Limhamn Bunkeflo,2,0,Hemmaseger
2017,Kristianstads DFF,Linköpings FC,1,2,Bortaseger
2017,Kristianstads DFF,Piteå IF,1,0,Hemmaseger
2017,Kristianstads DFF,Vittsjö GIK,0,1,Bortaseger
2017,Kvarnsvedens IK,Djurgårdens IF,2,2,Oavgjort
2017,Kvarnsvedens IK,Eskilstuna United,2,2,Oavgjort
2017,Kvarnsvedens IK,FC Rosengård,1,3,Bortaseger
2017,Kvarnsvedens IK,Hammarby IF,3,3,Oavgjort
2017,Kvarnsvedens IK,KIF Örebro,3,1,Hemmaseger
2017,Kvarnsvedens IK,Kopparbergs/Göteborg,3,3,Oavgjort
2017,Kvarnsvedens IK,Kristianstads DFF,1,2,Bortaseger
2017,Kvarnsvedens IK,Limhamn Bunkeflo,5,0,Hemmaseger
2017,Kvarnsvedens IK,Linköpings FC,0,0,Oavgjort
2017,Kvarnsvedens IK,Piteå IF,3,1,Hemmaseger
2017,Kvarnsvedens IK,Vittsjö GIK,2,3,Bortaseger
2017,Limhamn Bunkeflo,Djurgårdens IF,2,1,Hemmaseger
2017,Limhamn Bunkeflo,Eskilstuna United,0,3,Bortaseger
2017,Limhamn Bunkeflo,FC Rosengård,0,1,Bortaseger
2017,Limhamn Bunkeflo,Hammarby IF,1,1,Oavgjort
2017,Limhamn Bunkeflo,KIF Örebro,2,0,Hemmaseger
2017,Limhamn Bunkeflo,Kopparbergs/Göteborg,2,1,Hemmaseger
2017,Limhamn Bunkeflo,Kristianstads DFF,0,3,Bortaseger
2017,Limhamn Bunkeflo,Kvarnsvedens IK,1,0,Hemmaseger
2017,Limhamn Bunkeflo,Linköpings FC,0,1,Bortaseger
2017,Limhamn Bunkeflo,Piteå IF,1,1,Oavgjort
2017,Limhamn Bunkeflo,Vittsjö GIK,0,2,Bortaseger
2017,Linköpings FC,Djurgårdens IF,2,1,Hemmaseger
2017,Linköpings FC,Eskilstuna United,0,6,Bortaseger
2017,Linköpings FC,FC Rosengård,0,3,Bortaseger
2017,Linköpings FC,Hammarby IF,2,2,Oavgjort
2017,Linköpings FC,KIF Örebro,5,0,Hemmaseger
2017,Linköpings FC,Kopparbergs/Göteborg,5,1,Hemmaseger
2017,Linköpings FC,Kristianstads DFF,1,0,Hemmaseger
2017,Linköpings FC,Kvarnsvedens IK,3,2,Hemmaseger
2017,Linköpings FC,Limhamn Bunkeflo,3,0,Hemmaseger
2017,Linköpings FC,Piteå IF,2,3,Bortaseger
2017,Linköpings FC,Vittsjö GIK,1,0,Hemmaseger
2017,Piteå IF,Djurgårdens IF,0,1,Bortaseger
2017,Piteå IF,Eskilstuna United,2,2,Oavgjort
2017,Piteå IF,FC Rosengård,0,2,Bortaseger
